"Country or Territory","Station Name","WMO Station Number","National Station Id Number","Period","Element-Statistic Qualifier Code","Statistic Description","Unit","Jan","Jan Footnotes","Feb","Feb Footnotes","Mar","Mar Footnotes","Apr","Apr Footnotes","May","May Footnotes","Jun","Jun Footnotes","Jul","Jul Footnotes","Aug","Aug Footnotes","Sep","Sep Footnotes","Oct","Oct Footnotes","Nov","Nov Footnotes","Dec","Dec Footnotes","Annual","Annual Footnotes","Annual NCDC Computed Value","Annual NCDC Computed Value Footnotes"
"UNITED STATES OF AMERICA","CONCORDIA/BLOSSER MUNI AP KS","72458","00141767","1962-1990","","Maximum Daily Value","cm","22.9","","33.5","","23.1","","6.6","","88888.8","1",".0","",".0","",".0","","88888.8","1","11.7","","18.5","","31.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ALAMOSA/BERGMAN FIELD CO","72462","00050130","1961-1990","","Maximum Daily Value","cm","16.3","","24.9","","34.8","","22.9","","21.3","",".5","",".0","",".0","","10.7","","27.7","","20.3","","40.1","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","PUEBLO/MEMORIAL AP, CO","72464","00056740","1961-1990","","Maximum Daily Value","cm","29.5","","19.0","","22.9","","32.5","","16.3","",".0","",".0","",".0","","18.5","","32.0","","40.6","","17.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","COLORADO SPRINGS/MUNICIPAL AP,CO","72466","00051778","1978-1989","","Maximum Daily Value","cm","55.9","","37.6","","31.2","","14.7","","37.8","",".0","",".0","",".0","","3.0","","23.4","","18.3","","23.1","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","DENVER/STAPLETON INT'L AP CO","72469","00052220","1961-1990","","Maximum Daily Value","cm","30.5","","19.0","","45.7","","39.9","","19.6","","88888.8","1",".0","",".0","","30.5","","24.9","","34.3","","59.9","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","GRAND JUNCTION/WALKER FIELD CO","72476","00053488","1961-1990","","Maximum Daily Value","cm","17.3","","22.1","","12.7","","13.5","","12.7","",".0","",".0","",".0","","7.9","","8.6","","15.2","","11.2","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BISHOP/ARPT CA","72480","00040822","1961-1990","","Maximum Daily Value","cm","31.7","","30.7","","10.2","","4.8","","5.8","",".0","",".0","",".0","",".0","","4.6","","5.3","","15.2","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SACRAMENTO/EXECUTIVE ARPT CA","72483","00047630","1961-1990","","Maximum Daily Value","cm","88888.8","1","5.1","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ELY/YELLAND, NV","72486","00262631","1961-1990","","Maximum Daily Value","cm","30.2","","17.8","","19.6","","16.0","","19.3","","3.8","",".0","",".0","","9.4","","17.3","","29.7","","22.1","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","RENO/INTL, NV","72488","00266779","1961-1990","","Maximum Daily Value","cm","28.4","","45.7","","18.5","","10.2","","22.9","",".0","",".0","",".0","","3.8","","9.4","","38.6","","37.8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","STOCKTON, CA","72492","00048558","1961-1990","","Maximum Daily Value","cm",".0","",".8","","88888.8","1","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SAN FRANCISCO/INTERNATIONAL A,CA","72494","00047769","1961-1990","","Maximum Daily Value","cm","3.8","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","NEWARK/INT'L ARPT NJ","72502","00286026","1961-1989","","Maximum Daily Value","cm","36.1","","45.5","","21.6","","32.5","","88888.8","1",".0","",".0","",".0","",".0","","88888.8","1","13.5","","18.5","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","NEW YORK/LAGUARDIA ARPT NY","72503","00305811","1961-1990","","Maximum Daily Value","cm","28.7","","43.2","","21.6","","20.8","","88888.8","1",".0","",".0","",".0","",".0","","3.0","","14.5","","18.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BRIDGEPORT/SIKORSKY MEMORIAL CT","72504","00060806","1961-1990","","Maximum Daily Value","cm","39.9","","40.4","","28.2","","15.2","","88888.8","1",".0","",".0","",".0","",".0","","1.3","","15.7","","19.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","PROVIDENCE/GREEN STATE, RI","72507","00376698","1961-1990","","Maximum Daily Value","cm","26.4","","46.5","","23.4","","18.5","","17.0","",".0","",".0","",".0","",".0","","6.3","","20.3","","20.8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","HARTFORD/BRADLEY INT'L ARPT CT","72508","00063456","1961-1990","","Maximum Daily Value","cm","35.8","","36.3","","25.4","","35.8","","3.3","",".0","",".0","",".0","",".0","","4.3","","19.3","","34.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BOSTON/LOGAN INT'L AIRPORT, MA","72509","00190770","1961-1990","","Maximum Daily Value","cm","53.3","","48.3","","25.1","","27.4","","1.3","",".0","",".0","",".0","",".0","",".5","","15.0","","30.2","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","WILKES-BARRE-SCRANTON, PA","72513","00369705","1964-1990","","Maximum Daily Value","cm","46.5","","31.2","","28.2","","23.1","","5.1","",".0","",".0","",".0","",".0","","1.5","","47.0","","31.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","WILLIAMSPORT, PA","72514","00369728","1961-1990","","Maximum Daily Value","cm","49.8","","50.8","","26.9","","22.4","",".5","",".0","",".0","",".0","",".0","","2.5","","26.7","","37.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BINGHAMTON/EDWIN A LINK FIELD,NY","72515","00300687","1961-1990","","Maximum Daily Value","cm","46.7","","53.3","","39.9","","22.9","","8.6","",".0","",".0","",".0","","88888.8","1","11.9","","22.6","","34.5","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ALLENTOWN/A.-BETHLEHEM, PA","72517","00360106","1961-1990","","Maximum Daily Value","cm","28.2","","61.0","","25.9","","29.0","","88888.8","1",".0","",".0","",".0","",".0","","3.0","","16.3","","33.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ALBANY/ALBANY COUNTY, NY","72518","00300042","1961-1990","","Maximum Daily Value","cm","34.0","","42.7","","34.0","","43.9","","4.1","",".0","",".0","",".0","",".0","","16.5","","55.4","","35.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SYRACUSE/HANCOCK INT'L ARPT NY","72519","00308383","1961-1990","","Maximum Daily Value","cm","55.9","","52.8","","35.1","","18.0","","3.0","",".0","",".0","",".0","",".0","","7.4","","30.2","","39.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","PITTSBURGH/GR PITTSBURGH INTL,PA","72520","00366993","1961-1990","","Maximum Daily Value","cm","30.5","","25.7","","24.6","","13.7","","7.9","",".0","",".0","",".0","",".0","","4.6","","22.1","","21.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","AKRON/AKRON-CANTON REGIONAL, OH","72521","00330058","1961-1990","","Maximum Daily Value","cm","23.1","","24.1","","16.8","","50.0","","8.1","",".0","",".0","",".0","",".0","","7.6","","16.3","","41.7","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","CLEVELAND/HOPKINS INTL AP, OH","72524","00331657","1961-1990","","Maximum Daily Value","cm","26.4","","21.3","","23.6","","21.8","","5.1","",".0","",".0","",".0","",".0","","17.0","","18.0","","25.4","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","YOUNGSTOWN/WSO AP OH","72525","00339406","1961-1990","","Maximum Daily Value","cm","25.4","","22.9","","25.7","","30.0","","13.7","",".0","",".0","",".0","","88888.8","1","9.7","","19.3","","24.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ERIE/INT'L ARPT PA","72526","00362682","1961-1990","","Maximum Daily Value","cm","32.8","","31.0","","29.2","","16.8","","1.0","",".0","",".0","",".0","",".0","","4.6","","44.2","","36.1","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BUFFALO/GREATER BUFFALO, NY","72528","00301012","1961-1990","","Maximum Daily Value","cm","46.5","","46.7","","20.1","","16.3","","20.1","",".0","",".0","",".0","",".0","","5.8","","48.3","","45.2","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ROCHESTER/ROCHESTER-MONROE CO,NY","72529","00307167","1961-1990","","Maximum Daily Value","cm","46.2","","39.6","","26.4","","26.4","","27.2","",".0","",".0","",".0","",".0","","2.3","","18.5","","45.7","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","CHICAGO/0'HARE, IL","72530","00111549","1961-1990","","Maximum Daily Value","cm","38.9","","24.6","","21.6","","27.2","","4.1","",".0","",".0","",".0","",".0","","10.2","","12.7","","25.7","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","PEORIA/GREATER PEORIA ARPT IL","72532","00116711","1961-1990","","Maximum Daily Value","cm","31.0","","16.3","","14.2","","15.0","",".3","",".0","",".0","",".0","",".0","","3.6","","17.3","","18.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","FORT WAYNE/MUNICIPAL, IN","72533","00123037","1961-1990","","Maximum Daily Value","cm","27.4","","19.0","","32.0","","12.4","","88888.8","1",".0","",".0","",".0","",".0","","16.3","","12.7","","27.4","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SOUTH BEND/ST.JOSEPH COUNTY, IN","72535","00128187","1961-1990","","Maximum Daily Value","cm","39.6","","25.4","","18.0","","20.8","","1.5","",".0","",".0","",".0","",".0","","18.8","","37.1","","27.7","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","TOLEDO/EXPRESS, OH","72536","00338357","1961-1990","","Maximum Daily Value","cm","25.9","","19.6","","19.0","","14.2","","2.0","",".0","",".0","",".0","","88888.8","1","4.6","","18.0","","35.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","DETROIT/METROPOLITAN ARPT MI","72537","00202103","1961-1990","","Maximum Daily Value","cm","25.4","","20.6","","21.3","","12.7","","88888.8","1",".0","",".0","",".0","",".0","","6.9","","14.2","","46.7","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","LANSING/CAPITAL CITY AP, MI","72539","00204641","1961-1990","","Maximum Daily Value","cm","39.1","","20.3","","35.3","","25.9","","88888.8","1",".0","",".0","",".0","","88888.8","1","19.0","","17.5","","22.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ROCKFORD/WSO AP IL","72543","00117382","1961-1990","","Maximum Daily Value","cm","24.1","","17.8","","26.4","","16.0","","2.5","",".0","",".0","",".0","",".0","","4.3","","11.4","","26.9","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","MOLINE/QUAD CITY, IL","72544","00115751","1961-1990","","Maximum Daily Value","cm","41.7","","22.4","","24.9","","19.8","","88888.8","1",".0","",".0","",".0","",".0","","16.5","","21.3","","23.4","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","DES MOINES/MUNICIPAL, IA","72546","00132203","1961-1990","","Maximum Daily Value","cm","34.5","","24.9","","20.3","","26.2","","88888.8","1",".0","",".0","",".0","","88888.8","1","18.8","","30.0","","25.4","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","DUBUQUE/MUNICIPAL, IA","72547","00132367","1961-1990","","Maximum Daily Value","cm","27.9","","25.9","","29.7","","23.9","","7.9","",".0","",".0","",".0","",".0","","3.8","","22.6","","34.8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","WATERLOO/WSO AP IA","72548","00138706","1961-1990","","Maximum Daily Value","cm","33.5","","21.3","","20.3","","15.7","",".8","",".0","",".0","",".0","",".0","","3.0","","21.6","","26.4","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","OMAHA,EPPLEY FIELD, NE","72550","00256255","1961-1990","","Maximum Daily Value","cm","30.7","","46.5","","24.6","","7.1","","2.5","",".0","",".0","",".0","","88888.8","1","8.9","","20.1","","24.9","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","LINCOLN/MUNICIPAL ARPT NE","72551","00254795","1972-1990","","Maximum Daily Value","cm","20.3","","13.2","","21.1","","10.7","",".0","",".0","",".0","",".0","","2.0","","8.4","","19.6","","24.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","GRAND ISLAND, NE","72552","00253395","1961-1990","","Maximum Daily Value","cm","22.9","","30.7","","30.7","","14.0","","10.9","",".0","",".0","",".0","","9.7","","16.8","","25.9","","28.2","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","OMAHA/NORTH, NE","72553","00256260","1963-1990","","Maximum Daily Value","cm","21.8","","21.3","","23.9","","10.2","","1.8","",".0","",".0","",".0","",".8","","13.2","","21.6","","20.1","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","NORFOLK/KARL STEFAN, NE","72556","00255995","1961-1990","","Maximum Daily Value","cm","32.5","","48.3","","22.9","","24.6","","88888.8","1",".0","",".0","",".0","","2.5","","7.9","","36.6","","23.4","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SIOUX CITY/MUNICIPAL, IA","72557","00137708","1961-1990","","Maximum Daily Value","cm","44.2","","24.1","","31.5","","12.7","","88888.8","1",".0","",".0","",".0","","1.0","","20.3","","31.0","","20.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","NORTH PLATTE/LEE BIRD FLD NE","72562","00256065","1961-1990","","Maximum Daily Value","cm","30.2","","17.5","","29.5","","21.6","","5.8","",".0","",".0","",".0","","7.6","","22.4","","22.4","","19.8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","CHEYENNE WSFO, WY","72564","00481675","1961-1990","","Maximum Daily Value","cm","30.5","","17.5","","29.2","","43.9","","28.2","","88888.8","1",".0","",".0","","12.4","","20.1","","50.3","","29.5","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SCOTTSBLUFF/COUNTY ARPT NE","72566","00257665","1961-1990","","Maximum Daily Value","cm","18.8","","24.9","","25.4","","20.3","","7.6","","88888.8","1",".0","",".0","","11.4","","16.5","","19.3","","27.7","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","VALENTINE/WSO AP NE","72567","00258760","1963-1990","","Maximum Daily Value","cm","17.0","","21.1","","43.4","","22.9","","6.6","",".0","",".0","",".0","","46.7","","7.6","","34.3","","46.5","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","CASPER/WSO AP WY","72569","00481570","1961-1990","","Maximum Daily Value","cm","24.6","","25.7","","21.8","","41.9","","33.0","","7.6","",".0","",".0","","16.8","","33.8","","30.5","","61.7","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SALT LAKE CITY/INTL, UT","72572","00427598","1961-1990","","Maximum Daily Value","cm","25.1","","27.7","","29.2","","30.0","","13.5","","88888.8","1",".0","",".0","","10.2","","35.1","","17.8","","32.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","LANDER/HUNT, WY","72576","00485390","1961-1990","","Maximum Daily Value","cm","35.1","","43.2","","41.4","","55.6","","39.4","","7.4","",".0","",".0","","36.6","","49.3","","52.6","","38.9","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","POCATELLO/MUNICIPAL ARPT ID","72578","00107211","1961-1990","","Maximum Daily Value","cm","15.2","","14.5","","20.8","","18.8","","13.2","",".5","",".0","",".0","","3.8","","20.3","","12.7","","27.4","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","WINNEMUCCA/MUNICIPAL, NV","72583","00269171","1961-1990","","Maximum Daily Value","cm","15.0","","21.3","","16.3","","16.5","","8.4","",".0","",".0","",".0","","2.5","","11.2","","14.5","","14.7","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","EUREKA/WSO CITY CA","72594","00042910","1961-1990","","Maximum Daily Value","cm","2.3","","5.1","","2.3","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","",".3","","4.8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","MEDFORD/JACKSON CO. AP, OR","72597","00355429","1961-1990","","Maximum Daily Value","cm","17.3","","10.9","","12.7","","8.1","","88888.8","1",".0","",".0","",".0","",".0","","88888.8","1","16.5","","9.7","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","CONCORD MUNICIPAL AP, NH","72605","00271683","1961-1990","","Maximum Daily Value","cm","39.4","","35.3","","26.4","","33.8","","2.8","",".0","",".0","",".0","",".0","","5.3","","23.6","","21.8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","PORTLAND/INT'L JETPORT ME","72606","00176905","1961-1990","","Maximum Daily Value","cm","40.4","","43.4","","29.7","","35.6","","3.3","",".0","",".0","",".0","","88888.8","1","9.1","","23.4","","56.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","MOUNT WASHINGTON, NH","72613","00275639","1961-1990","","Maximum Daily Value","cm","59.4","","125.2","","69.6","","59.2","","32.5","","13.0","","2.0","","4.1","","19.6","","38.1","","51.8","","95.2","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BURLINGTON/ETHAN ALLEN AIRPOR,VT","72617","00431081","1961-1990","","Maximum Daily Value","cm","36.8","","33.3","","33.8","","33.0","","8.9","",".0","",".0","",".0","",".0","","13.0","","24.9","","42.9","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","GRAND RAPIDS/KENT CO INT'L AR,MI","72635","00203333","1963-1990","","Maximum Daily Value","cm","40.9","","22.4","","25.9","","19.8","",".5","",".0","",".0","",".0","","88888.8","1","20.8","","20.1","","26.2","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","MUSKEGON/COUNTY ARPT MI","72636","00205712","1961-1990","","Maximum Daily Value","cm","55.9","","36.1","","23.1","","30.5","","88888.8","1",".0","",".0","",".0","",".0","","11.9","","22.1","","37.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","FLINT/BISHOP, MI","72637","00202846","1961-1990","","Maximum Daily Value","cm","36.8","","25.9","","32.0","","31.0","","1.3","",".0","",".0","",".0","","88888.8","1","8.9","","12.2","","23.1","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","HOUGHTON LAKE, MI","72638","00203936","1964-1990","","Maximum Daily Value","cm","39.1","","17.0","","29.7","","14.5","","5.8","",".0","",".0","",".0","",".3","","8.9","","36.6","","33.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ALPENA/PHELPS COLLINS AP MI","72639","00200164","1961-1990","","Maximum Daily Value","cm","41.4","","28.4","","43.9","","18.8","","9.4","",".0","",".0","",".0","","88888.8","1","6.1","","38.1","","41.7","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","MILWAUKEE/GEN. MITCHELL, WI","72640","00475479","1961-1990","","Maximum Daily Value","cm","35.1","","30.0","","28.4","","29.5","","8.1","",".0","",".0","",".0","",".0","","9.4","","24.9","","33.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","MADISON/DANE CO REGIONAL ARPT,WI","72641","00474961","1961-1990","","Maximum Daily Value","cm","21.1","","16.8","","30.5","","32.8","","7.6","",".0","",".0","",".0","","88888.8","1","7.6","","17.3","","43.9","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","LA CROSSE/MUNICIPAL AP, WI","72643","00474370","1961-1990","","Maximum Daily Value","cm","25.4","","25.4","","21.6","","26.2","","88888.8","1",".0","",".0","",".0","","88888.8","1","1.3","","15.2","","36.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ROCHESTER/MUNICIPAL, MN","72644","00217004","1961-1990","","Maximum Daily Value","cm","39.1","","23.6","","22.9","","33.0","",".8","",".0","",".0","",".0","","2.0","","12.7","","16.5","","20.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","GREEN BAY/A.-STRAUBEL, WI","72645","00473269","1961-1990","","Maximum Daily Value","cm","22.4","","17.0","","32.3","","24.9","","10.9","",".0","",".0","",".0","","88888.8","1","2.5","","19.8","","36.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SIOUX FALLS/FOSS FIELD, SD","72651","00397667","1961-1990","","Maximum Daily Value","cm","26.4","","45.7","","29.5","","15.5","",".3","",".0","",".0","",".0","","2.3","","11.4","","21.6","","30.5","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","HURON/HURON REGIONAL, SD","72654","00394127","1961-1990","","Maximum Daily Value","cm","28.2","","40.4","","46.5","","11.7","","1.8","",".0","",".0","",".0","","88888.8","1","12.7","","19.0","","22.9","","-9999.9","2","-9999.9","2"
